date,number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,exchange rate,city,district,zip code,labels
0.013626963,0.013391256,0.006877331,0.007901897,0.006755517,0.009832789,0,0,0.013562032,0.009152279,0,0.015769966,0.025180829,0.016407949,0.023787301,0.006878476,0.015935248,1
0.013626963,0.013391256,0.015473994,0.010762928,0.011932538,0.009832789,0,0,0.01808271,0.012466035,0,0.015850097,0.025218657,0.016033791,0.006962137,0.019850309,0.005070306,2
0.013626963,0.008927504,0.013754661,0.009196173,0.001883891,0.009832789,0,0,0.013562032,0.010651359,0,0.015834071,0,0.015147333,0.017405342,0.01400013,0.011227107,2
0.013626963,0.013391256,0.013754661,0.013147121,0.008791738,0.009832789,0,0,0.01808271,0.015227499,0,0.015753939,0,0.016643063,0.009863027,0.014027922,0.009416283,2
0.013626963,0.013391256,0.006877331,0.007425058,0.004735485,0.009832789,0,0,0.01808271,0.008599986,0,0.015665794,0.025332141,0.013980745,0.019726055,0.013347023,0.017746072,2
0.013626963,0.017855008,0.020631992,0.021185258,0.005321257,0.019665579,0,0,0.013562032,0.024537576,0,0.016002348,0,0.016285562,0.000580178,0.001695301,0.016297413,2
0.013626963,0.017855008,0.012035329,0.010626689,0.006402287,0.009832789,0,0,0.01808271,0.012308238,0,0.015761952,0,0.015793574,0.010443205,0.005085903,0.007967624,2
0.013626963,0.013391256,0.022351325,0.008991813,0.000976533,0.019665579,0,0,0.013562032,0.008205492,0.008007932,0.016090493,0,0.015086383,0.019726055,0.017105867,0.026800191,2
0.013626963,0.013391256,0.013754661,0.013351481,0.009640225,0.009832789,0,0.043426983,0.022603387,0.013018328,0.008865925,0.01568182,0,0.01741631,0.014504452,0.008747476,0.024627202,2
0.013626963,0.013391256,0.017193327,0.013147121,0.007697462,0.019665579,0,0,0.013562032,0.015227499,0,0.015994335,0,0.014334017,0.017985521,0.019489015,0.013400095,2
0.013626963,0.013391256,0.010315996,0.010694808,0.004930497,0.009832789,0,0,0.01808271,0.012387137,0,0.015673807,0,0.017761015,0.001160356,0.006600558,0.002172988,2
0.013626963,0.013391256,0.015473994,0.01362396,0.005909237,0.009832789,0,0,0.01808271,0.007889896,0.028599758,0.0157299,0,0.014314144,0.001160356,0.025742175,0.002535153,2
0.013626963,0.017855008,0.010315996,0.013079001,0.007358951,0.009832789,0,0,0.01808271,0.008442189,0.024309794,0.015657781,0.024953861,0.014475793,0.001160356,0.018856751,0.001810824,2
0.013626963,0.017855008,0.006877331,0.009877371,0.006475877,0.009832789,0,0,0.01808271,0.011440349,0,0.015657781,0.024953861,0.015075301,0.001160356,0.018495458,0.001810824,2
0.013626963,0.013391256,0.017193327,0.012057204,0.00090883,0.029498368,0,0,0.013562032,0.012623833,0.004861959,0.01608248,0,0.013530408,0.019726055,0.002098283,0.017021743,2
0.013626963,0.013391256,0.015473994,0.0134196,0.025829917,0.019665579,0,0,0.01808271,0.015543095,0,0.015842084,0,0.015380538,0.008702671,0.013916755,0.005432471,2
0.013626963,0.013391256,0.017193327,0.012057204,0.002115698,0.019665579,0,0,0.013562032,0.013965116,0,0.015946256,0.025332141,0.015194617,0.019726055,0.019843361,0.019919061,2
0.013626963,0.017855008,0.015473994,0.014713877,0.005974732,0.009832789,0,0,0.013562032,0.008521088,0.030887739,0.015753939,0.024121646,0.016260062,0.001160356,0.002918141,0.001810824,2
0.013626963,0.013391256,0.017193327,0.008651214,0.000868356,0.029498368,0,0,0.013562032,0.010020168,0,0.016034401,0,0.014647352,0.019726055,0.014132142,0.018108237,2
0.013626963,0.013391256,0.017193327,0.018256106,0.004076123,0.019665579,0,0,0.013562032,0.021144921,0,0.016130559,0.024247739,0.016704923,0.01508463,0.004801037,0.009778448,2
0.013626963,0.013391256,0.012035329,0.011648486,0.005386752,0.009832789,0,0,0.013562032,0.013491722,0,0.015609702,0.025143001,0.016622497,0.011023384,0.027270726,0.024265037,2
0.013626963,0.02231876,0.017193327,0.015054476,0.007105067,0.009832789,0,0,0.013562032,0.011519248,0.021449818,0.015834071,0,0.016617877,0.002320712,0.009886941,0.003259483,2
0.013626963,0.017855008,0.017193327,0.018460466,0.026395084,0.019665579,0,0,0.013562032,0.021381618,0,0.015938243,0,0.014851189,0.011603562,0.012534112,0.008329789,2
0.013626963,0.017855008,0.012035329,0.014918236,0.092319507,0.009832789,0,0.043426983,0.013562032,0.017278872,0,0.015769966,0.025180829,0.0172555,0.000580178,0.017932673,0.016297413,2
0.013626963,0.017855008,0.012035329,0.010899168,0.00469501,0.009832789,0,0,0.013562032,0.008915582,0.013441886,0.015697847,0.025079955,0.014556251,0.019726055,0.010387194,0.021729884,3
0.013626963,0.017855008,0.017193327,0.019482263,0.002461569,0.019665579,0,0,0.013562032,0.017278872,0.019161838,0.016058441,0.025256485,0.015631008,0.023787301,0.01029687,0.014848754,2
0.013626963,0.013391256,0.012035329,0.019822862,0.025903506,0.014749184,0,0,0.013562032,0.022959597,0,0.015858111,0.025395188,0.014749723,0.018565699,0.018516302,0.015573084,3
0.013626963,0.017855008,0.017193327,0.013215241,0.007726898,0.009832789,0,0,0.01808271,0.008994481,0.022879806,0.015834071,0.025117783,0.016994789,0.017405342,0.026311908,0.011227107,2
0.013626963,0.017855008,0.017193327,0.022547653,0.004783318,0.019665579,0,0,0.013562032,0.026115555,0,0.016122546,0.024109036,0.017887494,0.021466589,0.01757138,0.01376226,2
0.013626963,0.013391256,0.012035329,0.015871913,0.010958949,0.009832789,0,0,0.013562032,0.015543095,0.010295913,0.015866124,0,0.015944967,0.018565699,0.009157405,0.015210919,3
0.013626963,0.013391256,0.017193327,0.022070815,0.024395657,0.019665579,0,0.043426983,0.013562032,0.025563263,0,0.015986322,0,0.015058476,0.007542315,0.015994194,0.004708142,3
0.013626963,0.017855008,0.017193327,0.018596705,0.009022809,0.019665579,0,0,0.013562032,0.021539416,0,0.015954269,0,0.015539144,0.002320712,0.000416877,0.003259483,3
0.013626963,0.013391256,0.012035329,0.016076273,0.005365411,0.009832789,0,0,0.01808271,0.010730258,0.028599758,0.015609702,0,0.014197901,0.019726055,0.025547633,0.022816379,3
0.013626963,0.017855008,0.022351325,0.018596705,0.039748636,0.009832789,0,0,0.013562032,0.012308238,0.033461717,0.01608248,0,0.015416079,0.017985521,0.027215142,0.013400095,3
0.013626963,0.017855008,0.017193327,0.019209783,0.006187406,0.019665579,0,0,0.013562032,0.022249506,0,0.016138572,0,0.014294789,0.020306233,0.00812216,0.024265037,3
0.013626963,0.013391256,0.015473994,0.011920965,0.001156827,0.024581974,0,0,0.013562032,0.011598147,0.008007932,0.016066454,0,0.014844797,0.019726055,0.016160945,0.016659578,3
0.013626963,0.017855008,0.018912659,0.018460466,0.02743196,0.019665579,0,0,0.013562032,0.021381618,0,0.016026388,0,0.013641707,0.008702671,0.014173829,0.005432471,4
0.013626963,0.017855008,0.013754661,0.010354209,0.004562549,0.014749184,0,0,0.013562032,0.011992642,0,0.015585662,0.02534475,0.017100034,0.019726055,0.023240911,0.019556896,3
0.013626963,0.017855008,0.013754661,0.012397803,0.003679475,0.014749184,0,0.021713492,0.013562032,0.012939429,0.005147956,0.015585662,0.02534475,0.014725973,0.019726055,0.023657789,0.019556896,3
0.013626963,0.017855008,0.015473994,0.014986356,0.008278819,0.014749184,0,0,0.022603387,0.010256865,0.025739782,0.015385332,0,0.014715372,0.010443205,0.00064616,0.00760546,4
0.013626963,0.013391256,0.017193327,0.016280632,0.004820113,0.009832789,0,0.043426983,0.01808271,0.01136145,0.02716977,0.015665794,0.025332141,0.017271222,0.019726055,0.01780761,0.019919061,3
0.013626963,0.013391256,0.012035329,0.015258835,0.007784298,0.019665579,0,0,0.022603387,0.012229339,0.019733833,0.015409372,0,0.013975305,0.019726055,0.016556978,0.019556896,4
0.013626963,0.02231876,0.022351325,0.024931846,0.008827061,0.019665579,0,0.043426983,0.013562032,0.028877019,0,0.016074467,0,0.017534593,0.021466589,0.024067718,0.01376226,3
0.013626963,0.013391256,0.017193327,0.017711148,0.003495502,0.009832789,0,0,0.01808271,0.013412823,0.025739782,0.015633741,0.025206048,0.014586669,0.019726055,0.016939116,0.020281225,4
0.013626963,0.013391256,0.013754661,0.018460466,0.003311528,0.014749184,0,0,0.01808271,0.014833004,0.023737799,0.015457451,0,0.013893947,0.019726055,0.022504428,0.019556896,4
0.013626963,0.017855008,0.017193327,0.022547653,0.031642016,0.019665579,0,0,0.013562032,0.026115555,0,0.016034401,0,0.017682843,0.017405342,0.006808996,0.011227107,4
0.013626963,0.02231876,0.018912659,0.019822862,0.006976285,0.014749184,0,0,0.013562032,0.022959597,0,0.015537583,0.024827768,0.015399646,0.019726055,0.017640859,0.017383907,4
0.013626963,0.013391256,0.006877331,0.0068801,0.007318476,0.009832789,0,0,0.01808271,0.007968795,0,0.015810032,0,0.014526143,0.021466589,0.024220573,0.01376226,2
0.013626963,0.013391256,0.017193327,0.011239767,0.010342269,0.009832789,0,0,0.01808271,0.008915582,0.014871874,0.015914203,0,0.01465389,0.008702671,0.004231305,0.005432471,2
0.013626963,0.017855008,0.018912659,0.019890981,0.004860587,0.019665579,0,0,0.013562032,0.023038496,0,0.016122546,0.024109036,0.015363094,0.017985521,0.021795737,0.013400095,3
0.013626963,0.017855008,0.017193327,0.017234309,0.007309646,0.019665579,0,0.043426983,0.013562032,0.015858691,0.014871874,0.015946256,0.025332141,0.015896433,0.000580178,0.02657593,0.016297413,2
0.013626963,0.013391256,0.017193327,0.014986356,0.005408829,0.009832789,0,0,0.022603387,0.012387137,0.018017847,0.015930229,0,0.013589204,0.017985521,0.004460587,0.013037931,2
0.013626963,0.017855008,0.013754661,0.015531314,0.004422729,0.009832789,0,0,0.013562032,0.008994481,0.032603724,0.015225068,0.025281704,0.014092879,0.019726055,0.01060258,0.02136772,3
0.013626963,0.008927504,0.017193327,0.018256106,0.005439736,0.009832789,0,0,0.013562032,0.021144921,0,0.016058441,0.025256485,0.013609005,0.017405342,0.004092346,0.011589272,4
0.013626963,0.013391256,0.017193327,0.019414143,0.005246932,0.019665579,0,0,0.013562032,0.015700893,0.024595792,0.015866124,0,0.014031917,0.019726055,0.006267056,0.02136772,4
0.013626963,0.008927504,0.006877331,0.005517704,0.005267537,0.009832789,0,0,0.022603387,0.006390816,0,0.015577649,0,0.016398497,0.00290089,0.003710208,0.024989367,1
0.013626963,0.017855008,0.010315996,0.008446855,0.007064593,0.009832789,0,0,0.013562032,0.009783471,0,0.015794005,0,0.017061613,0.007542315,0.02069796,0.004708142,1
0.013626963,0.008927504,0.006877331,0.008174376,0.005933522,0.009832789,0,0,0.01808271,0.009467875,0,0.015689834,0.024865596,0.017364887,0.005221603,0.010421933,0.026438026,1
0.013626963,0.013391256,0.012035329,0.013079001,0.006848239,0.009832789,0,0,0.013562032,0.007889896,0.026311777,0.015898177,0,0.013594234,0.000580178,0.015542577,0,1
0.013626963,0.013391256,0.013754661,0.010558569,0.011067862,0.009832789,0,0,0.01808271,0.012229339,0,0.015689834,0.024865596,0.015413344,0.017985521,0.008851695,0.013400095,1
0.013626963,0.013391256,0.006877331,0.009877371,0.00441537,0.009832789,0,0,0.01808271,0.011440349,0,0.015649768,0.025004299,0.01522687,0.019726055,0.025867239,0.02064339,1
0.013626963,0.013391256,0.013754661,0.007152579,0.007411935,0.009832789,0,0,0.013562032,0.008284391,0,0.015914203,0,0.013929758,0.005801781,0.014472591,0.003983812,2
0.013626963,0.017855008,0.018912659,0.015735674,0.003679475,0.019665579,0,0,0.013562032,0.018225659,0,0.016074467,0,0.017070126,0.011603562,0.011936588,0.008329789,1
0.013626963,0.013391256,0.017193327,0.012806522,0.005767945,0.019665579,0,0,0.013562032,0.014833004,0,0.015978309,0,0.01567515,0.017985521,0.008650205,0.011951436,2
0.013626963,0.017855008,0.017193327,0.016144392,0.004783318,0.019665579,0,0,0.013562032,0.018699053,0,0.016010361,0.025294313,0.015160274,0.000580178,0.003508718,0.016297413,2
0.013626963,0.008927504,0.006877331,0.007765657,0.003863449,0.014749184,0,0,0.01808271,0.008994481,0,0.015617715,0.025029517,0.014782152,0.019726055,0.00499558,0.022454214,2
0.013626963,0.02231876,0.006877331,0.007629417,0.006639245,0.014749184,0,0,0.01808271,0.008836683,0,0.015721886,0,0.016694189,0.010443205,0.005176227,0.007967624,2
0.013626963,0.008927504,0.010315996,0.007901897,0.001058217,0.019665579,0,0,0.013562032,0.009152279,0,0.016034401,0,0.01462694,0.019726055,0.004127086,0.023178543,2
0.013626963,0.013391256,0.020631992,0.01070162,0.0014843,0.029498368,0,0,0.013562032,0.012395026,0,0.016090493,0,0.013861206,0.019726055,0.005544469,0.021729884,2
0.013626963,0.017855008,0.012035329,0.0134196,0.006909319,0.009832789,0,0,0.022603387,0.008994481,0.023737799,0.01570586,0,0.017953434,0.020306233,0.008010993,0.022454214,2
0.013626963,0.02231876,0.017193327,0.021049018,0.009382662,0.009832789,0,0,0.013562032,0.013807318,0.038323676,0.015769966,0.025180829,0.017617669,0.007542315,0.001855104,0.004708142,2
0.013626963,0.013391256,0.017193327,0.015190715,0.00294358,0.019665579,0,0,0.013562032,0.017594468,0,0.015657781,0.025281704,0.016958075,0.019726055,0.013854223,0.023178543,2
0.013626963,0.008927504,0.012035329,0.014373278,0.007004985,0.009832789,0,0,0.009041355,0.01664768,0,0.015609702,0,0.01514129,0.020306233,0.010984718,0.024265037,2
0.013626963,0.008927504,0.006877331,0.005722063,0.004054782,0.009832789,0,0,0.013562032,0.006627513,0,0.015665794,0.025281704,0.017755732,0.019726055,0.019961476,0.022816379,2
0.013626963,0.008927504,0.020631992,0.009604892,0.00091251,0.019665579,0,0,0.013562032,0.008994481,0.007721935,0.016074467,0,0.014889433,0.019726055,0.026353595,0.022816379,2
0.013626963,0.013391256,0.015473994,0.009604892,0.000980212,0.029498368,0,0,0.013562032,0.011124753,0,0.016066454,0,0.015525886,0.019726055,0.02569354,0.017021743,2
0.013626963,0.013391256,0.015473994,0.012261564,0.027010292,0.009832789,0,0,0.01808271,0.010730258,0.012583893,0.015850097,0.025218657,0.017866595,0.008702671,0.013020469,0.005432471,2
0.013626963,0.013391256,0.015473994,0.011035407,0.000734423,0.024581974,0,0,0.013562032,0.01215044,0.002287981,0.01610652,0,0.016466304,0.008702671,0.026707941,0.006156801,2
0.013626963,0.013391256,0.017193327,0.009591268,0.0007278,0.029498368,0,0,0.013562032,0.011108973,0,0.016066454,0,0.013749915,0.019726055,0.024616607,0.019556896,2
0.013626963,0.013391256,0.013754661,0.009604892,0.004437447,0.014749184,0,0,0.01808271,0.011124753,0,0.015465464,0,0.014823133,0.019726055,0.026159053,0.017021743,2
0.013626963,0.008927504,0.017193327,0.010831048,0.001049386,0.019665579,0,0,0.013562032,0.012544934,0,0.016138572,0,0.016473448,0.008702671,0.003682416,0.006156801,2
0.013626963,0.02231876,0.013754661,0.012534043,0.00679967,0.009832789,0,0,0.01808271,0.01215044,0.008579927,0.015561622,0.024689065,0.014694616,0.019726055,0.004974736,0.022454214,2
0.013626963,0.017855008,0.013754661,0.01008173,0.002828781,0.014749184,0,0,0.022603387,0.011677046,0,0.015449438,0.024840377,0.017084501,0.019726055,0.021142629,0.022454214,2
0.013626963,0.013391256,0.017193327,0.020708419,0.003337284,0.019665579,0,0,0.013562032,0.023985283,0,0.01608248,0,0.016891429,0.017985521,0.010470569,0.012313601,2
0.013626963,0.017855008,0.020631992,0.015940033,0.005186588,0.009832789,0,0,0.01808271,0.01057246,0.028599758,0.015858111,0,0.014514134,0.010443205,0.005488885,0.007967624,3
0.013626963,0.017855008,0.012035329,0.01369208,0.006778329,0.009832789,0,0,0.013562032,0.011598147,0.015443869,0.015842084,0.025269094,0.017554572,0.010443205,0.004307732,0.007967624,2
0.013626963,0.017855008,0.017193327,0.019822862,0.004767864,0.019665579,0,0,0.013562032,0.022959597,0,0.016074467,0,0.017414935,0.021466589,0.01712671,0.01376226,2
0.013626963,0.017855008,0.006877331,0.014100798,0.005533195,0.009832789,0,0,0.013562032,0.009152279,0.02602578,0.0157299,0.025319532,0.015856627,0.001160356,0.013367867,0.002535153,2
0.013626963,0.013391256,0.017193327,0.012193444,0.001986917,0.019665579,0,0,0.013562032,0.014122914,0,0.01610652,0,0.013561993,0.008702671,0.020079592,0.005432471,3
0.013626963,0.013391256,0.012035329,0.010626689,0.004062141,0.009832789,0,0,0.01808271,0.006154119,0.022307811,0.015577649,0,0.015986627,0.019726055,0.017286513,0.026800191,2
0.013626963,0.02231876,0.018912659,0.018664825,0.006200652,0.009832789,0,0,0.01808271,0.010809157,0.039181668,0.01570586,0.025231267,0.01369504,0.001160356,0.021198212,0.001810824,3
0.013626963,0.017855008,0.017193327,0.019822862,0.004664103,0.019665579,0,0,0.013562032,0.022959597,0,0.016090493,0,0.014250508,0.017985521,0.007107759,0.013400095,3
0.013626963,0.013391256,0.017193327,0.013215241,0.002362959,0.019665579,0,0,0.013562032,0.015306398,0,0.016098506,0,0.013645788,0.008702671,0.019933685,0.005432471,3
0.013626963,0.013391256,0.017193327,0.012942762,0.006434666,0.019665579,0,0,0.013562032,0.014990802,0,0.015922216,0.025218657,0.016430345,0.018565699,0.01162393,0.015210919,3
0.013626963,0.013391256,0.015473994,0.01369208,0.00441537,0.009832789,0,0,0.013562032,0.010493562,0.019447835,0.015826058,0,0.014109189,0.017405342,0.000389086,0.011227107,3
0.013626963,0.008927504,0.006877331,0.017302429,0.005151265,0.009832789,0,0,0.022603387,0.010414663,0.034891705,0.015561622,0,0.013745026,0.019726055,0.025825551,0.02064339,3
0.013626963,0.008927504,0.006877331,0.012057204,0.006358133,0.014749184,0,0,0.013562032,0.011992642,0.007149939,0.015617715,0.025193439,0.015818323,0.019726055,0.017613067,0.020281225,3
0.013626963,0.013391256,0.012035329,0.011376006,0.029170144,0.009832789,0,0,0.01808271,0.013176126,0,0.015834071,0.025117783,0.015877424,0.018565699,0.008872539,0.015573084,3
0.013626963,0.013391256,0.012035329,0.012806522,0.004680293,0.009832789,0,0,0.01808271,0.008205492,0.024023797,0.015585662,0,0.016706595,0.019726055,0.024922317,0.019556896,3
0.013626963,0.017855008,0.012035329,0.015667554,0.008609972,0.009832789,0,0,0.01808271,0.015464196,0.009723918,0.015842084,0,0.014420182,0.017405342,0.009192145,0.011227107,3
0.013626963,0.013391256,0.013754661,0.012261564,0.003679475,0.009832789,0,0,0.01808271,0.008521088,0.020591826,0.015561622,0.024991689,0.01644039,0.019726055,0.014903365,0.019556896,3
0.013626963,0.017855008,0.015473994,0.01355584,0.005675223,0.009832789,0,0,0.013562032,0.009546774,0.022307811,0.015810032,0.025382578,0.016292927,0.008702671,0.009504803,0.005432471,3
0.013626963,0.017855008,0.017193327,0.016621231,0.004894438,0.019665579,0,0,0.013562032,0.019251346,0,0.016138572,0,0.017022311,0.019726055,0.026603722,0.020281225,3
0.013626963,0.013391256,0.010315996,0.014713877,0.006623056,0.009832789,0,0.043426983,0.01808271,0.011045854,0.021735816,0.015617715,0.025029517,0.014997423,0.019726055,0.003967283,0.025351532,3
0.013626963,0.013391256,0.017193327,0.011444126,0.00147179,0.029498368,0,0,0.013562032,0.013255025,0,0.015297187,0.025193439,0.017314167,0.019726055,0.017474108,0.017383907,3
0.013626963,0.013391256,0.017193327,0.01696183,0.003195992,0.019665579,0,0,0.013562032,0.019645841,0,0.016050427,0,0.014936559,0.008702671,0.0163138,0.006156801,4
0.013626963,0.017855008,0.017193327,0.016689351,0.003125346,0.019665579,0,0,0.013562032,0.019330245,0,0.016130559,0.024247739,0.017121423,0.017405342,0.008212483,0.011227107,3
0.013626963,0.017855008,0.017193327,0.021662096,0.016119045,0.019665579,0,0.065140475,0.013562032,0.025089869,0,0.016026388,0,0.015139483,0.017985521,0.008233327,0.013400095,4
0.013626963,0.017855008,0.017193327,0.019073544,0.004341781,0.009832789,0,0,0.013562032,0.013097227,0.032603724,0.0157299,0.025319532,0.016975829,0.019726055,0.02348409,0.019556896,3
0.013626963,0.017855008,0.017193327,0.014441397,0.007507601,0.009832789,0,0,0.01808271,0.012781631,0.014299879,0.01570586,0.025231267,0.016634947,0.001160356,0.003571249,0.001448659,3
0.013626963,0.013391256,0.013754661,0.016008153,0.004194602,0.014749184,0,0,0.01808271,0.014280712,0.015443869,0.015537583,0.025079955,0.017456764,0.019726055,0.011366855,0.019194731,3
0.013626963,0.017855008,0.017193327,0.018596705,0.007565737,0.019665579,0,0.043426983,0.013562032,0.021539416,0,0.015994335,0,0.014354383,0.018565699,0.012151974,0.015210919,4
0.013626963,0.013391256,0.017193327,0.022070815,0.005781927,0.019665579,0,0,0.013562032,0.025563263,0,0.015978309,0,0.015527828,0.018565699,0.011832368,0.015573084,4
0.013626963,0.02231876,0.017193327,0.021662096,0.010159767,0.019665579,0,0,0.01808271,0.025089869,0,0.015946256,0,0.01497444,0.010443205,0.002403993,0.00760546,4
0.013626963,0.026782512,0.012035329,0.019890981,0.003679475,0.024581974,0,0,0.01808271,0.021933911,0.004003966,0.015289174,0,0.017689479,0.019726055,0.003321123,0.02136772,4
0.013626963,0.017855008,0.017193327,0.023160732,0.007132295,0.019665579,0,0,0.013562032,0.026825646,0,0.01608248,0,0.017512595,0.017405342,0.002556848,0.011227107,4
0.013626963,0.017855008,0.020631992,0.014781996,0.00294358,0.019665579,0,0,0.01808271,0.012702732,0.016015864,0.01588215,0.02535736,0.015929358,0.019726055,0.002529056,0.019194731,4
0.013626963,0.017855008,0.020631992,0.025136206,0.007279474,0.019665579,0,0,0.013562032,0.029113716,0,0.016010361,0.025294313,0.013625206,0.018565699,0.008629361,0.015573084,4
0.013626963,0.017855008,0.029228655,0.030108951,0.004231397,0.019665579,0,0,0.013562032,0.026904545,0.028885755,0.016074467,0,0.017578558,0.008702671,0.025505945,0.005432471,4
0.013626963,0.02231876,0.024070657,0.03058579,0.00441537,0.019665579,0,0,0.013562032,0.025247667,0.036893688,0.016074467,0,0.014126928,0.008702671,0.024699982,0.005432471,4
0.013626963,0.02231876,0.018912659,0.021730216,0.012451344,0.009832789,0,0.065140475,0.013562032,0.013333924,0.042899637,0.015834071,0,0.016473777,0.001160356,0.020030956,0.001810824,4
0.013626963,0.02231876,0.024070657,0.027316039,0.006262467,0.019665579,0,0.021713492,0.022603387,0.022486203,0.033175719,0.015794005,0,0.014126687,0.019726055,0.018530197,0.017383907,4
0.013626963,0.031246264,0.055018645,0.092234208,0.226473176,0.029498368,0,0.086853967,0.013562032,0.07424392,0.118117,0.016018375,0,0.016725146,0.017405342,0.014152985,0.011589272,4
0.013626963,0.013391256,0.010315996,0.009673011,0.00631398,0.009832789,0,0,0.013562032,0.011203652,0,0.015721886,0.025256485,0.016347641,0.007542315,0.016779313,0.004708142,1
0.013626963,0.013391256,0.006877331,0.0068801,0.005176286,0.009832789,0,0,0.013562032,0.007968795,0,0.015657781,0.025281704,0.013940757,0.017985521,0.010727643,0.012675766,1
0.013626963,0.013391256,0.010315996,0.005449584,0.006512671,0.009832789,0,0,0.01808271,0.006311917,0,0.015697847,0,0.017974123,0.007542315,0.000125063,0.004708142,1
0.013626963,0.013391256,0.012035329,0.011512246,0.005692148,0.009832789,0,0,0.01808271,0.00836329,0.018017847,0.015834071,0.025117783,0.014389781,0.000580178,0.015584264,0,1
0.013626963,0.013391256,0.012035329,0.012602163,0.005654618,0.009832789,0,0,0.013562032,0.010414663,0.015157872,0.015858111,0.025395188,0.016416056,0.007542315,0.017098919,0.004708142,1
0.013626963,0.008927504,0.006877331,0.006130782,0.003797218,0.009832789,0,0,0.013562032,0.007100906,0,0.015641754,0.025319532,0.013544193,0.019726055,0.025853343,0.017746072,1
0.013626963,0.013391256,0.012035329,0.01014985,0.006156498,0.009832789,0,0,0.01808271,0.007968795,0.013727884,0.015826058,0,0.015534195,0.004641425,0.013513774,0.009416283,1
0.013626963,0.013391256,0.006877331,0.007152579,0.005058543,0.009832789,0,0,0.013562032,0.008284391,0,0.015657781,0.025281704,0.015079029,0.020306233,0.009122666,0.022454214,1
0.013626963,0.013391256,0.017193327,0.011239767,0.010167126,0.019665579,0,0,0.013562032,0.013018328,0,0.016010361,0.025294313,0.014333067,0.003481068,0.016376331,0.003621647,1
0.013626963,0.013391256,0.012035329,0.010762928,0.005998281,0.009832789,0,0.021713492,0.01808271,0.008678885,0.013727884,0.015721886,0,0.016957553,0.005221603,0.007392625,0.026438026,1
0.013626963,0.013391256,0.015473994,0.0134196,0.008159604,0.009832789,0,0,0.01808271,0.009310077,0.022593809,0.015761952,0,0.01673625,0.011023384,0.009428376,0.024265037,1
0.013626963,0.013391256,0.012035329,0.011103527,0.008683562,0.009832789,0,0,0.01808271,0.01286053,0,0.015794005,0,0.01431965,0.01508463,0.003390602,0.009778448,1
0.013626963,0.017855008,0.017193327,0.01362396,0.003966474,0.019665579,0,0,0.013562032,0.015779792,0,0.016050427,0,0.016321881,0.009863027,0.013583253,0.009416283,1
0.013626963,0.013391256,0.015473994,0.01348772,0.00588716,0.009832789,0,0,0.01808271,0.012308238,0.012011898,0.015818045,0,0.01355883,0.007542315,0.016341591,0.004708142,2
0.013626963,0.017855008,0.013754661,0.008855574,0.005191004,0.009832789,0,0,0.013562032,0.010256865,0,0.015625728,0.025382578,0.015151317,0.019726055,0.015000636,0.023540708,2
0.013626963,0.013391256,0.006877331,0.01028609,0.00447645,0.009832789,0,0,0.01808271,0.00678531,0.018589843,0.015545596,0.025231267,0.017659441,0.019726055,0.019113826,0.019556896,1
